trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
235,False,"{'a': 0.75, 'e': 0.8924722770262568}",25,0,-186.6408315080311,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
236,False,"{'a': 0.75, 'e': 0.891568288195329}",25,0,-91.48330147203917,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 0}",0
237,False,"{'a': 0.75, 'e': 0.890660733092437}",25,0,-43.40983078978653,"{0: 16, 1: 5, 2: 4, 3: 0, 4: 0}",0
238,False,"{'a': 0.75, 'e': 0.8897496153478003}",30,0,-120.64317725936718,"{0: 18, 1: 4, 2: 6, 3: 1, 4: 1}",0
239,False,"{'a': 0.75, 'e': 0.8888349386058886}",30,0,-163.91740087181105,"{0: 15, 1: 5, 2: 7, 3: 1, 4: 2}",0
240,False,"{'a': 0.75, 'e': 0.8879167065254074}",25,0,-172.99097853790659,"{0: 16, 1: 1, 2: 3, 3: 2, 4: 3}",0
241,False,"{'a': 0.75, 'e': 0.8869949227792842}",20,0,-102.02541469060013,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
242,False,"{'a': 0.75, 'e': 0.8860695910546524}",25,0,-91.86458934098235,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
243,False,"{'a': 0.75, 'e': 0.8851407150528379}",25,16,13.01596142199627,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.75, 'e': 0.8842082984893433}",30,0,-87.19619722646243,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
245,False,"{'a': 0.75, 'e': 0.8832723450938338}",25,0,-138.71658858241605,"{0: 12, 1: 7, 2: 4, 3: 0, 4: 2}",0
246,False,"{'a': 0.75, 'e': 0.8823328586101215}",20,0,-90.05411989379448,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 2}",0
247,False,"{'a': 0.75, 'e': 0.8813898427961513}",20,0,-161.18613427443896,"{0: 11, 1: 0, 2: 5, 3: 2, 4: 2}",0
248,False,"{'a': 0.75, 'e': 0.880443301423985}",20,0,-54.14401585950778,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
249,False,"{'a': 0.75, 'e': 0.879493238279787}",30,0,-63.7514015145545,"{0: 22, 1: 4, 2: 3, 3: 0, 4: 1}",0
250,False,"{'a': 0.75, 'e': 0.8785396571638084}",25,0,-71.30385432015925,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
251,False,"{'a': 0.75, 'e': 0.8775825618903728}",20,7,-83.16784560433086,"{0: 7, 1: 3, 2: 0, 3: 2, 4: 1}",1
252,False,"{'a': 0.75, 'e': 0.8766219562878595}",20,0,-86.70004748094324,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",0
253,False,"{'a': 0.75, 'e': 0.87565784419869}",25,0,-50.39998622462689,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
254,False,"{'a': 0.75, 'e': 0.8746902294793112}",20,1,-37.42106086222826,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 0}",1
255,False,"{'a': 0.75, 'e': 0.8737191160001807}",20,0,-71.5183843155336,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
256,False,"{'a': 0.75, 'e': 0.8727445076457513}",25,0,-248.15772936332814,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 5}",0
257,False,"{'a': 0.75, 'e': 0.8717664083144548}",20,0,-100.11323980631013,"{0: 10, 1: 2, 2: 6, 3: 2, 4: 0}",0
258,False,"{'a': 0.75, 'e': 0.8707848219186876}",25,3,-69.95598584814827,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 1}",1
259,False,"{'a': 0.75, 'e': 0.8697997523847936}",20,0,-51.10036369571398,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
260,False,"{'a': 0.75, 'e': 0.8688112036530499}",30,10,-74.68026563951611,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",1
261,False,"{'a': 0.75, 'e': 0.8678191796776499}",25,0,-156.38883123688612,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 3}",0
262,False,"{'a': 0.75, 'e': 0.8668236844266883}",25,0,-192.1282809879744,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 3}",0
263,False,"{'a': 0.75, 'e': 0.8658247218821448}",20,0,-12.64517450252698,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
264,False,"{'a': 0.75, 'e': 0.8648222960398683}",20,8,-46.320194135251064,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 1}",1
265,False,"{'a': 0.75, 'e': 0.8638164109095605}",25,0,-84.77224537667578,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
266,False,"{'a': 0.75, 'e': 0.862807070514761}",35,0,-148.19781163529152,"{0: 23, 1: 2, 2: 6, 3: 3, 4: 1}",0
267,False,"{'a': 0.75, 'e': 0.8617942788928298}",20,0,-81.23389665819,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
268,False,"{'a': 0.75, 'e': 0.8607780400949321}",25,0,-89.65296607473027,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
269,False,"{'a': 0.75, 'e': 0.8597583581860216}",20,0,-68.76559627496607,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
270,False,"{'a': 0.75, 'e': 0.8587352372448249}",25,0,-86.43054454655244,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
271,False,"{'a': 0.75, 'e': 0.8577086813638242}",20,0,-75.3550585282421,"{0: 10, 1: 4, 2: 5, 3: 1, 4: 0}",0
272,False,"{'a': 0.75, 'e': 0.8566786946492415}",20,2,-89.90143074169887,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 1}",1
273,False,"{'a': 0.75, 'e': 0.8556452812210225}",25,0,-71.86787611020912,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
274,False,"{'a': 0.75, 'e': 0.8546084452128195}",25,0,-79.342147364925,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
275,False,"{'a': 0.75, 'e': 0.8535681907719751}",30,0,-117.66866862058193,"{0: 21, 1: 0, 2: 6, 3: 2, 4: 1}",0
276,False,"{'a': 0.75, 'e': 0.8525245220595057}",20,0,-53.22516436591106,"{0: 12, 1: 5, 2: 2, 3: 1, 4: 0}",0
277,False,"{'a': 0.75, 'e': 0.8514774432500848}",20,12,-29.213457602280947,"{0: 4, 1: 1, 2: 3, 3: 0, 4: 0}",1
278,False,"{'a': 0.75, 'e': 0.8504269585320262}",20,11,-33.91828683860245,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
279,False,"{'a': 0.75, 'e': 0.8493730721072673}",20,0,-80.14977136206812,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",1
280,False,"{'a': 0.75, 'e': 0.8483157881913526}",20,0,-134.36937961832044,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
281,False,"{'a': 0.75, 'e': 0.8472551110134161}",30,0,-100.96424618865531,"{0: 18, 1: 5, 2: 6, 3: 0, 4: 1}",0
282,False,"{'a': 0.75, 'e': 0.8461910448161652}",20,0,-82.91700184677254,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
283,False,"{'a': 0.75, 'e': 0.8451235938558634}",30,0,-88.09799447077933,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
284,False,"{'a': 0.75, 'e': 0.844052762402313}",25,0,-115.34421476306149,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
285,False,"{'a': 0.75, 'e': 0.8429785547388383}",20,0,-122.17960821219178,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",1
286,False,"{'a': 0.75, 'e': 0.8419009751622687}",25,0,-82.84042345417238,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
287,False,"{'a': 0.75, 'e': 0.840820027982921}",25,0,-144.93295738156664,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 2}",0
288,False,"{'a': 0.75, 'e': 0.8397357175245824}",20,0,-82.75204897349057,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
289,False,"{'a': 0.75, 'e': 0.8386480481244933}",25,0,-133.65786849384972,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
290,False,"{'a': 0.75, 'e': 0.8375570241333301}",20,0,-211.85920319524593,"{0: 9, 1: 3, 2: 3, 3: 1, 4: 4}",0
291,False,"{'a': 0.75, 'e': 0.8364626499151869}",20,0,-92.60864014137975,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
292,False,"{'a': 0.75, 'e': 0.8353649298475595}",20,0,-81.93063422217264,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
293,False,"{'a': 0.75, 'e': 0.8342638683213264}",30,6,-81.11440082347458,"{0: 19, 1: 2, 2: 0, 3: 1, 4: 2}",1
294,False,"{'a': 0.75, 'e': 0.8331594697407324}",20,0,-149.94558716204463,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",0
295,False,"{'a': 0.75, 'e': 0.8320517385233703}",20,0,-80.02408177487752,"{0: 12, 1: 4, 2: 1, 3: 3, 4: 0}",0
296,False,"{'a': 0.75, 'e': 0.8309406791001636}",35,17,-68.9054654063287,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 1}",1
297,False,"{'a': 0.75, 'e': 0.8298262959153483}",20,3,-100.11688118078271,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 2}",1
298,False,"{'a': 0.75, 'e': 0.8287085934264558}",20,0,-76.48720364048302,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
299,False,"{'a': 0.75, 'e': 0.8275875761042946}",20,0,-88.79367145640677,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
300,False,"{'a': 0.75, 'e': 0.8264632484329323}",25,14,-63.16849133005233,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 1}",1
301,False,"{'a': 0.75, 'e': 0.8253356149096783}",20,12,-31.728113036464347,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 0}",1
302,False,"{'a': 0.75, 'e': 0.8242046800450651}",20,2,-61.51588324458487,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 1}",1
303,False,"{'a': 0.75, 'e': 0.8230704483628307}",20,0,-69.632743294731,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
304,False,"{'a': 0.75, 'e': 0.8219329243999002}",30,0,-146.06634976457752,"{0: 18, 1: 2, 2: 6, 3: 3, 4: 1}",0
305,False,"{'a': 0.75, 'e': 0.8207921127063681}",25,0,-105.24137574872464,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
306,False,"{'a': 0.75, 'e': 0.8196480178454795}",25,2,-118.50017130335866,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 3}",1
307,False,"{'a': 0.75, 'e': 0.8185006443936125}",25,0,-47.732324527849656,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
308,False,"{'a': 0.75, 'e': 0.8173499969402591}",20,11,2.9788446887067437,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
309,False,"{'a': 0.75, 'e': 0.8161960800880078}",30,14,-44.71286373787904,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 0}",1
310,False,"{'a': 0.75, 'e': 0.8150388984525244}",25,0,-95.15141264184835,"{0: 18, 1: 4, 2: 0, 3: 1, 4: 2}",0
311,False,"{'a': 0.75, 'e': 0.8138784566625339}",20,0,-150.78479152362726,"{0: 7, 1: 4, 2: 6, 3: 2, 4: 1}",0
312,False,"{'a': 0.75, 'e': 0.812714759359802}",20,0,-97.79608312092665,"{0: 10, 1: 6, 2: 2, 3: 1, 4: 1}",0
313,False,"{'a': 0.75, 'e': 0.8115478111991162}",25,0,-157.049420757593,"{0: 15, 1: 3, 2: 2, 3: 3, 4: 2}",0
314,False,"{'a': 0.75, 'e': 0.8103776168482677}",20,0,-21.052846958556003,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
315,False,"{'a': 0.75, 'e': 0.8092041809880323}",25,0,-49.174203515243505,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
316,False,"{'a': 0.75, 'e': 0.8080275083121519}",25,0,-230.58334950408232,"{0: 13, 1: 1, 2: 6, 3: 1, 4: 4}",0
317,False,"{'a': 0.75, 'e': 0.8068476035273155}",20,0,-33.544716005681046,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
318,False,"{'a': 0.75, 'e': 0.805664471353141}",25,0,-94.02709937816789,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
319,False,"{'a': 0.75, 'e': 0.8044781165221552}",20,0,-58.26818884312742,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
320,False,"{'a': 0.75, 'e': 0.8032885437797759}",20,0,-73.65360899858742,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
321,False,"{'a': 0.75, 'e': 0.8020957578842927}",20,9,-1.609757197798638,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.75, 'e': 0.8008997636068472}",25,0,-139.83593418986004,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
323,False,"{'a': 0.75, 'e': 0.7997005657314152}",25,0,-106.00192344783302,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
324,False,"{'a': 0.75, 'e': 0.7984981690547867}",25,0,-135.53750393635056,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 2}",0
325,False,"{'a': 0.75, 'e': 0.7972925783865464}",20,15,-1.9750767861243095,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
326,False,"{'a': 0.75, 'e': 0.7960837985490558}",20,10,-12.25137990075567,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
327,False,"{'a': 0.75, 'e': 0.7948718343774324}",20,6,-2.1331679714843106,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
328,False,"{'a': 0.75, 'e': 0.7936566907195313}",25,0,-44.863756849868764,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
329,False,"{'a': 0.75, 'e': 0.7924383724359255}",25,0,-29.9139418407548,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
330,False,"{'a': 0.75, 'e': 0.7912168843998867}",20,0,-91.45003752573598,"{0: 11, 1: 2, 2: 5, 3: 2, 4: 0}",0
331,False,"{'a': 0.75, 'e': 0.7899922314973651}",25,0,-47.03738414011358,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
332,False,"{'a': 0.75, 'e': 0.7887644186269709}",20,0,-38.1537227276396,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
333,False,"{'a': 0.75, 'e': 0.7875334506999537}",20,0,-143.66093037462645,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 2}",0
334,False,"{'a': 0.75, 'e': 0.786299332640184}",20,0,-81.9453365875609,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
335,False,"{'a': 0.75, 'e': 0.785062069384132}",25,0,-148.72225772590875,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
336,False,"{'a': 0.75, 'e': 0.7838216658808492}",30,0,-64.10043009833007,"{0: 24, 1: 0, 2: 5, 3: 0, 4: 1}",0
337,False,"{'a': 0.75, 'e': 0.7825781270919481}",20,0,-45.329853146328794,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
338,False,"{'a': 0.75, 'e': 0.781331457991582}",30,0,-129.57889627561806,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
339,False,"{'a': 0.75, 'e': 0.7800816635664256}",35,0,-148.13424755716895,"{0: 26, 1: 1, 2: 5, 3: 0, 4: 3}",0
340,False,"{'a': 0.75, 'e': 0.7788287488156552}",20,0,-127.95305883076442,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
341,False,"{'a': 0.75, 'e': 0.7775727187509279}",25,0,-93.90383158854895,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
342,False,"{'a': 0.75, 'e': 0.7763135783963624}",20,0,-121.5912982096531,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
343,False,"{'a': 0.75, 'e': 0.7750513327885183}",20,0,-8.123521813229658,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
344,False,"{'a': 0.75, 'e': 0.7737859869763766}",25,0,-156.32227348628226,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
345,False,"{'a': 0.75, 'e': 0.7725175460213186}",25,0,-21.021225588879176,"{0: 18, 1: 5, 2: 2, 3: 0, 4: 0}",0
346,False,"{'a': 0.75, 'e': 0.7712460149971065}",20,0,-38.0851229815268,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
347,False,"{'a': 0.75, 'e': 0.7699713989898629}",25,0,-151.7811929553208,"{0: 13, 1: 1, 2: 7, 3: 3, 4: 1}",0
348,False,"{'a': 0.75, 'e': 0.7686937030980499}",30,0,-64.19004185115395,"{0: 23, 1: 3, 2: 2, 3: 1, 4: 1}",0
349,False,"{'a': 0.75, 'e': 0.7674129324324493}",25,13,-17.36575743840409,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
350,False,"{'a': 0.75, 'e': 0.7661290921161423}",20,0,-45.97150759937763,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
351,False,"{'a': 0.75, 'e': 0.7648421872844884}",25,10,-14.033066121308444,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
352,False,"{'a': 0.75, 'e': 0.7635522230851051}",20,0,-19.458141835948968,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
353,False,"{'a': 0.75, 'e': 0.7622592046778476}",20,11,20.280962791468504,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.75, 'e': 0.7609631372347876}",20,0,-83.76132294056131,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
355,False,"{'a': 0.75, 'e': 0.7596640259401933}",20,0,-137.45109619419662,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
356,False,"{'a': 0.75, 'e': 0.7583618759905082}",20,0,-57.447143870055356,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
357,False,"{'a': 0.75, 'e': 0.7570566925943303}",25,0,-140.36547030230358,"{0: 15, 1: 2, 2: 3, 3: 4, 4: 1}",0
358,False,"{'a': 0.75, 'e': 0.7557484809723913}",20,0,-118.19093662347066,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
359,False,"{'a': 0.75, 'e': 0.7544372463575362}",30,0,-111.81723193067327,"{0: 22, 1: 3, 2: 1, 3: 2, 4: 2}",0
360,False,"{'a': 0.75, 'e': 0.7531229939947015}",25,3,-62.42971571251179,"{0: 15, 1: 0, 2: 6, 3: 1, 4: 0}",1
361,False,"{'a': 0.75, 'e': 0.7518057291408949}",20,0,1.6993296531059348,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
362,False,"{'a': 0.75, 'e': 0.7504854570651743}",30,0,-50.65027352232012,"{0: 20, 1: 5, 2: 5, 3: 0, 4: 0}",0
363,False,"{'a': 0.75, 'e': 0.7491621830486261}",20,0,-105.33105907969787,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
364,False,"{'a': 0.75, 'e': 0.7478359123843445}",20,0,-111.85009587296994,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
365,False,"{'a': 0.75, 'e': 0.7465066503774105}",25,0,-124.04329764943425,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
366,False,"{'a': 0.75, 'e': 0.7451744023448704}",20,2,-144.15519635406758,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 3}",1
367,False,"{'a': 0.75, 'e': 0.7438391736157144}",35,0,-150.06999752718934,"{0: 25, 1: 2, 2: 5, 3: 0, 4: 3}",0
368,False,"{'a': 0.75, 'e': 0.7425009695308558}",20,0,-32.66047351045529,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
369,False,"{'a': 0.75, 'e': 0.7411597954431091}",25,0,-189.42447330620982,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 4}",0
370,False,"{'a': 0.75, 'e': 0.7398156567171686}",20,3,-114.18121211030186,"{0: 7, 1: 1, 2: 8, 3: 0, 4: 1}",1
371,False,"{'a': 0.75, 'e': 0.7384685587295879}",20,0,-34.22340862116059,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
372,False,"{'a': 0.75, 'e': 0.7371185068687569}",25,5,-110.50238458581107,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",1
373,False,"{'a': 0.75, 'e': 0.7357655065348812}",25,14,7.05305093697372,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.75, 'e': 0.7344095631399603}",25,0,-96.92147322655325,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
375,False,"{'a': 0.75, 'e': 0.7330506821077661}",35,5,-110.38889810804673,"{0: 21, 1: 0, 2: 6, 3: 2, 4: 1}",1
376,False,"{'a': 0.75, 'e': 0.7316888688738209}",35,5,-60.78872984932751,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",1
377,False,"{'a': 0.75, 'e': 0.7303241288853758}",20,0,-102.69061139225379,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
378,False,"{'a': 0.75, 'e': 0.7289564676013889}",20,0,-156.74984502646117,"{0: 10, 1: 4, 2: 3, 3: 0, 4: 3}",0
379,False,"{'a': 0.75, 'e': 0.7275858904925034}",30,9,-25.402985930702236,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 0}",1
380,False,"{'a': 0.75, 'e': 0.7262124030410263}",20,0,-40.08355524716853,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
381,False,"{'a': 0.75, 'e': 0.7248360107409052}",25,5,20.290719968610716,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.75, 'e': 0.7234567190977075}",25,0,-133.82327848278163,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
383,False,"{'a': 0.75, 'e': 0.7220745336285982}",20,0,-168.63055634449512,"{0: 8, 1: 2, 2: 7, 3: 1, 4: 2}",0
384,False,"{'a': 0.75, 'e': 0.720689459862317}",25,0,-72.0500400772706,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
385,False,"{'a': 0.75, 'e': 0.7193015033391573}",25,0,-56.85662157525237,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
386,False,"{'a': 0.75, 'e': 0.7179106696109434}",30,0,-199.51204079872312,"{0: 17, 1: 3, 2: 6, 3: 1, 4: 3}",0
387,False,"{'a': 0.75, 'e': 0.7165169642410081}",25,1,-26.686548495001695,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 0}",1
388,False,"{'a': 0.75, 'e': 0.7151203928041714}",20,6,12.151820644464706,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
389,False,"{'a': 0.75, 'e': 0.7137209608867168}",25,10,-42.40831520461559,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
390,False,"{'a': 0.75, 'e': 0.7123186740863704}",25,0,-42.75624784955072,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
391,False,"{'a': 0.75, 'e': 0.7109135380122773}",20,0,-86.79741059360833,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
392,False,"{'a': 0.75, 'e': 0.7095055582849801}",20,0,-23.165262081381513,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
393,False,"{'a': 0.75, 'e': 0.7080947405363958}",20,0,-78.68439571358448,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
394,False,"{'a': 0.75, 'e': 0.7066810904097934}",20,0,-37.52230003165698,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
395,False,"{'a': 0.75, 'e': 0.7052646135597717}",20,5,-60.22104745918295,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 1}",1
396,False,"{'a': 0.75, 'e': 0.7038453156522361}",20,0,-59.07644797603978,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
397,False,"{'a': 0.75, 'e': 0.7024232023643763}",25,1,-79.52178369084143,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 2}",1
398,False,"{'a': 0.75, 'e': 0.7009982793846437}",20,0,-25.755961650600078,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
399,False,"{'a': 0.75, 'e': 0.699570552412728}",25,0,-61.02379489850546,"{0: 16, 1: 6, 2: 1, 3: 2, 4: 0}",0
400,False,"{'a': 0.75, 'e': 0.6981400271595356}",20,0,-59.641270885989506,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
401,False,"{'a': 0.75, 'e': 0.6967067093471654}",30,0,-83.81790634945342,"{0: 20, 1: 3, 2: 5, 3: 2, 4: 0}",0
402,False,"{'a': 0.75, 'e': 0.6952706047088867}",25,6,-127.76257339791776,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 3}",1
403,False,"{'a': 0.75, 'e': 0.6938317189891162}",20,0,-106.13162852018299,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
404,False,"{'a': 0.75, 'e': 0.6923900579433949}",20,3,-76.31803213863998,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 1}",1
405,False,"{'a': 0.75, 'e': 0.690945627338365}",20,0,-5.166036722993254,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
406,False,"{'a': 0.75, 'e': 0.689498432951747}",25,16,-28.779693333129018,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
407,False,"{'a': 0.75, 'e': 0.6880484805723165}",30,0,-88.17186401293067,"{0: 19, 1: 5, 2: 4, 3: 2, 4: 0}",0
408,False,"{'a': 0.75, 'e': 0.6865957759998811}",25,12,-19.59155428723083,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
409,False,"{'a': 0.75, 'e': 0.6851403250452572}",20,14,-2.0583807707279815,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.75, 'e': 0.6836821335302466}",25,0,-114.60486768478006,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
411,False,"{'a': 0.75, 'e': 0.6822212072876135}",30,0,-31.39195936466399,"{0: 23, 1: 3, 2: 4, 3: 0, 4: 0}",0
412,False,"{'a': 0.75, 'e': 0.6807575521610608}",25,0,-40.749407717097974,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
413,False,"{'a': 0.75, 'e': 0.6792911740052072}",30,14,-57.22550605215173,"{0: 11, 1: 3, 2: 0, 3: 1, 4: 1}",1
414,False,"{'a': 0.75, 'e': 0.6778220786855633}",20,0,-48.31953977818698,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
415,False,"{'a': 0.75, 'e': 0.6763502720785084}",25,0,-65.58099982568001,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
416,False,"{'a': 0.75, 'e': 0.674875760071267}",20,12,-47.96669332939844,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 1}",1
417,False,"{'a': 0.75, 'e': 0.6733985485618852}",20,0,-78.21943028331353,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
418,False,"{'a': 0.75, 'e': 0.671918643459207}",35,16,-36.06485051585654,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
